,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
88,"@Nickyschwenzer @IMDibe @washingtonpost Cool! when you invaded iraq, vietna, afghanistan, dissimulating, destroying, raping, bombing towns and cities, I never saw any federation ask for a ban on cups, olympics, etc.... ""if it's worth one, it's worth it for all"" hypocrisy!",      cool  when you invaded iraq  vietna  afghanistan  dissimulating  destroying  raping  bombing towns and cities  i never saw any federation ask for a ban on cups  olympics  etc      if it s worth one  it s worth it for all  hypocrisy ,0.1875,0.2125,negative,0.255,0.616,0.13,-0.836
89,"BPL🇧🇮 #Matchday28 #Fixtures  @VitaloFCOffici1 is travelling to Les Crocos, Rukinzo FC hosts @aiglenoircs at stade URUNANI, Olympic Star faces Flambeau du Centre at stade UMUCO,  Here are the #FixturesOfTheWeek  [@BurundiFF ]  https://t.co/M5OvpH3sCg",bpl    matchday28  fixtures    is travelling to les crocos  rukinzo fc hosts   at stade urunani  olympic star faces flambeau du centre at stade umuco   here are the  fixturesoftheweek         ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
90,"With two decades of marketing and advertising experience, we can't wait to welcome award winning marketer, speaker, and two-time Olympic Trials qualifier, @tyrona. Get your ticket &amp; join us on the 29th of July:  https//imcconference.com #NedbankIMC2022  https://t.co/qnoRG4Y5Jd",with two decades of marketing and advertising experience  we can t wait to welcome award winning marketer  speaker  and two time olympic trials qualifier     get your ticket  amp  join us on the 29th of july   https  imcconference com  nedbankimc2022   ,0.65,0.825,positive,0.0,0.738,0.262,0.9022
91,"@hellomotorbike The self righteousness, intolerance of any other way of thinking, the need to make others conform. The straight wackiness of some of their ideas I can live with. Just don't act all upset if I don't agree that transgender women should compete in the Olympics etc.",  the self righteousness  intolerance of any other way of thinking  the need to make others conform  the straight wackiness of some of their ideas i can live with  just don t act all upset if i don t agree that transgender women should compete in the olympics etc ,0.07045454545454545,0.425,positive,0.054,0.854,0.092,0.2023
92,"From the devil's porridge to the Shropshire Olympics, the worlds of Britain's village museums make a delightfully dotty focus for a walk.  Join @dixewills for a shufti inside 10 of the most curious, all in cracking walking country, with our May issue👇  https://t.co/14EFgHDUWT  https://t.co/nNFG8uITSa",from the devil s porridge to the shropshire olympics  the worlds of britain s village museums make a delightfully dotty focus for a walk   join   for a shufti inside 10 of the most curious  all in cracking walking country  with our may issue       ,0.4666666666666666,0.8333333333333334,positive,0.094,0.725,0.181,0.4754
93,media more concerned that Annastacia's husband attended an Olympic planning meeting and not the 800+ dead since January,media more concerned that annastacia s husband attended an olympic planning meeting and not the 800  dead since january,0.15,0.45,positive,0.0,0.832,0.168,0.5334
94,💥 Third podium in four weeks for Jack Woolley 🙌  It’s been a busy April for our first ever #TeamIreland Taekwondo Olympian:  🥈 Swedish Open - narrowly pipped by the reigning Olympic Champion  🥉Rio Open   🥈Spanish Open  Qualifying journey for #Paris2024 has begun ✅  https://t.co/1Iok5ikgCy,  third podium in four weeks for jack woolley    it s been a busy april for our first ever  teamireland taekwondo olympian     swedish open   narrowly pipped by the reigning olympic champion   rio open    spanish open  qualifying journey for  paris2024 has begun     ,0.018749999999999996,0.31666666666666665,positive,0.0,0.905,0.095,0.5994
95,"@cr0b1n One took and passed a difficult entrance exams and graduated without ever interrupting his prof skating career.  The other admitted getting in through athletic merits only (no exams) and had to take a break to focus on the Olympics, which he flopped badly. Amirite?",  one took and passed a difficult entrance exams and graduated without ever interrupting his prof skating career   the other admitted getting in through athletic merits only  no exams  and had to take a break to focus on the olympics  which he flopped badly  amirite ,-0.33124999999999993,0.7604166666666666,negative,0.157,0.723,0.12,-0.4238
96,"Vrumble is a video chat and live-streaming, card battling, #esports gameshow platform... for NFTs. We envision it as the Olympic Games of NFTs where anyone can ‘Anoint’ their NFTs from any blockchain and battle in minigames, tourneys, &amp; win crypto prizes!  https://t.co/FzvytV5oXY  https://t.co/whVwxst6ju",vrumble is a video chat and live streaming  card battling   esports gameshow platform    for nfts  we envision it as the olympic games of nfts where anyone can  anoint  their nfts from any blockchain and battle in minigames  tourneys   amp  win crypto prizes       ,0.4681818181818182,0.45,positive,0.097,0.763,0.14,0.4767
97,"@fesshole During the 2008 Olympics, I wrote a BaSH script to pull the live Olympic news updates onto my terminal window formatted to look like it was code.  It looked like I was working hard, when in fact I’d automated my entire job with shell scripts weeks prior.",  during the 2008 olympics  i wrote a bash script to pull the live olympic news updates onto my terminal window formatted to look like it was code   it looked like i was working hard  when in fact i d automated my entire job with shell scripts weeks prior ,-0.03882575757575758,0.41666666666666663,positive,0.03,0.862,0.108,0.5574
98,@igwejimmiri @mindofb1 @jedigoodman But who won GOLD and is going to become a global star out of the 2020 GB Olympics team tho? Yeah he just boxed on Saturday on a Matchroom card in the MECCA of boxing! Gtfoh!,      but who won gold and is going to become a global star out of the 2020 gb olympics team tho  yeah he just boxed on saturday on a matchroom card in the mecca of boxing  gtfoh ,0.0,0.0,positive,0.0,0.803,0.197,0.8338
99,"The Premier has made a shock apology for bringing her partner along to a milestone Olympics meeting over the weekend, calling the gathering 'informal'. @TimArvier9 #9News  https://t.co/oGRRjOmyqt",the premier has made a shock apology for bringing her partner along to a milestone olympics meeting over the weekend  calling the gathering  informal      9news   ,0.0,0.0,negative,0.105,0.847,0.048,-0.34
100,I hate Mario and sonic at the London 2012 Olympic Games,i hate mario and sonic at the london 2012 olympic games,-0.8,0.9,negative,0.291,0.709,0.0,-0.5719
101,"@igwejimmiri @mindofb1 @jedigoodman Man! 🤦🏾‍♂️ I said the last Olympics  And clearly you don't really know much about boxing, some of your opinions/arguments sounds like they are from a third party sources.  AJ was top of his class in the Olympics and the only sell-able boxer, Luke Campbell was also a gold med in 2012",      man        i said the last olympics  and clearly you don t really know much about boxing  some of your opinions arguments sounds like they are from a third party sources   aj was top of his class in the olympics and the only sell able boxer  luke campbell was also a gold med in 2012,0.1875,0.37187499999999996,positive,0.047,0.784,0.169,0.7184
102,"今、楽天市場でおすすめしたいメンズ腕時計は……    ✔️【中古】OMEGA “オメガ” Seamaster Planet Ocean Chrono Olympic Timeless Collection シーマスター プラネットオー…  🏠FIVE MALL 価格：275,000円  [2022/05/03 15:51]  https://t.co/cmqDjOLp5X",                                 omega       seamaster planet ocean chrono olympic timeless collection                   five mall    275 000    2022 05 03 15 51    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
103,Obstacle course race set to replace equestrian in modern pentathlon at Olympics  https://t.co/E8jVbThVpR,obstacle course race set to replace equestrian in modern pentathlon at olympics   ,0.2,0.3,negative,0.185,0.815,0.0,-0.3612
104,@FrankKhalidUK @papilokanu 1996 Olympics and 1994 AFCON,    1996 olympics and 1994 afcon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
105,T&amp;T Olympic Committee elects first female president  https://t.co/2cs0GkONc3,t amp t olympic committee elects first female president   ,0.125,0.25,neutral,0.0,1.0,0.0,0.0
106,Olympic Airways 💛  📹 charlouise47  https://t.co/SAxRthGMEk  https://t.co/I7xaBfDO5h,olympic airways      charlouise47      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
107,"@OseiBonsuEdmun1 None raising alarm, I was awed by his goal against Great Olympics, that was puska award goal. Same player scored four goals , give us highlights to watch, is that too Kotoko fans asking too much? Kotoko want to sign him but we want to enjoy goals of our incoming player",  none raising alarm  i was awed by his goal against great olympics  that was puska award goal  same player scored four goals   give us highlights to watch  is that too kotoko fans asking too much  kotoko want to sign him but we want to enjoy goals of our incoming player,0.35,0.39375,positive,0.0,0.765,0.235,0.8812
108,கேலோ இந்தியா விளையாட்டு போட்டி: 200 மீட்டர் ஓட்டத்தில் தங்கம் வென்றார் பிரியா மோகன்  CLICK HERE FULL NEWS:  https://t.co/iHaL2C55rb  #ulloornews   #sports #Olympics #Bangalore #universitychallenge #student #Students #RancakRaya #news #NewsUpdate #like #FolloForFolloBack  https://t.co/YKAxTiE2Of,                                200                                                  click here full news       ulloornews    sports  olympics  bangalore  universitychallenge  student  students  rancakraya  news  newsupdate  like  folloforfolloback   ,0.35,0.55,positive,0.0,0.865,0.135,0.3612
109,"@ahmedampere @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ",    olympic champion veronika stepanova  says literally  russia is on the right track and we will definitely win like in the olympics   the  z  symbol in hockey   wtf  so where is the sports political neutrality  the athletes openly supported putin         ,0.11714285714285717,0.5071428571428571,positive,0.075,0.627,0.298,0.886
110,Now we know where is the Soviet Bear of the Olympics 1980. In a Turkish hotel 😉😄,now we know where is the soviet bear of the olympics 1980  in a turkish hotel   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
111,"@MountainPeaks3 @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ",    olympic champion veronika stepanova  says literally  russia is on the right track and we will definitely win like in the olympics   the  z  symbol in hockey   wtf  so where is the sports political neutrality  the athletes openly supported putin         ,0.11714285714285717,0.5071428571428571,positive,0.075,0.627,0.298,0.886
112,"@5DoMon9_on5OR1 @ayadayo0114 The world of badminton in the Beijing Olympic Games: The interpretation is perfect, bringing courage to many people. Don't be afraid of falling down. Stand up bravely and run to the sun!",  on5or1   the world of badminton in the beijing olympic games  the interpretation is perfect  bringing courage to many people  don t be afraid of falling down  stand up bravely and run to the sun ,0.3088888888888889,0.7377777777777778,positive,0.039,0.711,0.25,0.8625
113,"@IMDibe @washingtonpost Olympic champion Veronika Stepanova, says literally ""Russia is on the right track and we will definitely win like in the Olympics""🔥 The ""Z"" symbol in hockey 🔥 WTF! So where is the sports-political neutrality‼️The athletes openly supported Putin🔥 💙💛🙏❤️ https://t.co/bF9dMvTlEJ",    olympic champion veronika stepanova  says literally  russia is on the right track and we will definitely win like in the olympics   the  z  symbol in hockey   wtf  so where is the sports political neutrality  the athletes openly supported putin         ,0.11714285714285717,0.5071428571428571,positive,0.075,0.627,0.298,0.886
